application_id,applicant_id,cohort_id,channel_id,application_date,eligibility_status,interview_result,offer_status,application_status,stage,exit_reason_id
4687,4687,50,6,2022-11-21,Eligible,Passed,Offered,Rejected,Selection,5.0
4688,4688,46,3,2022-08-06,Eligible,Passed,Offered,Rejected,Selection,5.0
4689,4689,54,4,2022-01-05,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4690,4690,46,2,2022-08-06,Eligible,Passed,Offered,Rejected,Selection,5.0
4691,4691,57,6,2022-12-12,Eligible,Passed,Offered,Rejected,Selection,5.0
4692,4692,53,2,2022-05-04,Eligible,Passed,Offered,Rejected,Selection,5.0
4693,4693,52,1,2022-07-01,Eligible,Passed,Offered,Rejected,Selection,5.0
4694,4694,49,7,2022-10-09,Eligible,Passed,Offered,Rejected,Selection,5.0
4695,4695,50,5,2022-10-03,Eligible,Passed,Offered,Rejected,Selection,5.0
4696,4696,48,3,2022-01-26,Eligible,Passed,Offered,Rejected,Selection,5.0
4697,4697,46,4,2022-08-13,Eligible,Passed,Offered,Rejected,Selection,5.0
4698,4698,52,1,2022-05-21,Eligible,Passed,Offered,Rejected,Selection,5.0
4699,4699,56,3,2022-05-04,Eligible,Passed,Offered,Rejected,Selection,5.0
4700,4700,54,2,2022-07-20,Eligible,Passed,Offered,Rejected,Selection,5.0
4701,4701,46,4,2022-11-23,Eligible,Passed,Offered,Rejected,Selection,5.0
4702,4702,52,4,2022-04-23,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4703,4703,57,1,2022-10-02,Eligible,Passed,Offered,Rejected,Selection,5.0
4704,4704,52,1,2022-02-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4705,4705,52,7,2022-05-25,Eligible,Passed,Offered,Rejected,Selection,5.0
4706,4706,53,2,2022-06-26,Eligible,Passed,Offered,Rejected,Selection,5.0
4707,4707,54,4,2022-06-03,Eligible,Passed,Offered,Rejected,Selection,5.0
4708,4708,57,1,2022-12-09,Eligible,Passed,Offered,Rejected,Selection,5.0
4709,4709,50,3,2022-12-21,Eligible,Passed,Offered,Rejected,Selection,5.0
4710,4710,46,5,2022-02-25,Eligible,Passed,Offered,Rejected,Selection,5.0
4711,4711,50,1,2022-12-24,Eligible,Passed,Offered,Rejected,Selection,5.0
4712,4712,55,3,2022-02-15,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,3.0
4713,4713,46,1,2022-10-24,Eligible,Passed,Offered,Rejected,Selection,5.0
4714,4714,53,1,2022-07-13,Eligible,Passed,Offered,Rejected,Selection,5.0
4715,4715,49,1,2022-05-24,Eligible,Passed,Offered,Rejected,Selection,5.0
4716,4716,50,3,2022-05-20,Eligible,Passed,Offered,Rejected,Selection,5.0
4717,4717,55,1,2022-03-13,Eligible,Passed,Offered,Rejected,Selection,5.0
4718,4718,49,7,2022-12-05,Eligible,Passed,Offered,Rejected,Selection,5.0
4719,4719,52,3,2022-12-27,Eligible,Passed,Offered,Rejected,Selection,5.0
4720,4720,46,3,2022-06-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4721,4721,56,1,2022-11-18,Eligible,Passed,Offered,Rejected,Selection,5.0
4722,4722,52,2,2022-10-17,Eligible,Passed,Offered,Rejected,Selection,5.0
4723,4723,55,3,2022-07-06,Eligible,Passed,Offered,Rejected,Selection,5.0
4724,4724,53,2,2022-03-27,Eligible,Passed,Offered,Rejected,Selection,5.0
4725,4725,46,1,2022-12-26,Eligible,Passed,Offered,Rejected,Selection,5.0
4726,4726,48,1,2022-01-14,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4727,4727,53,3,2022-06-05,Eligible,Passed,Offered,Rejected,Selection,5.0
4728,4728,47,2,2022-02-17,Eligible,Passed,Offered,Rejected,Selection,5.0
4729,4729,48,3,2022-08-17,Eligible,Passed,Offered,Rejected,Selection,5.0
4730,4730,53,1,2022-08-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4731,4731,53,3,2022-01-08,Eligible,Passed,Offered,Rejected,Selection,5.0
4732,4732,52,3,2022-11-20,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4733,4733,50,5,2022-04-21,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
4734,4734,48,6,2022-02-03,Eligible,Passed,Offered,Rejected,Selection,5.0
4735,4735,48,4,2022-08-20,Eligible,Passed,Offered,Rejected,Selection,5.0
4736,4736,46,3,2022-01-08,Eligible,Passed,Offered,Rejected,Selection,5.0
4737,4737,56,1,2022-06-19,Eligible,Passed,Offered,Rejected,Selection,5.0
4738,4738,55,7,2022-01-14,Eligible,Passed,Offered,Rejected,Selection,5.0
4739,4739,54,4,2022-10-20,Eligible,Passed,Offered,Rejected,Selection,5.0
4740,4740,50,1,2022-11-24,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4741,4741,46,1,2022-04-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4742,4742,46,5,2022-04-05,Eligible,Passed,Offered,Rejected,Selection,5.0
4743,4743,48,1,2022-06-01,Eligible,Passed,Offered,Rejected,Selection,5.0
4744,4744,50,3,2022-08-22,Eligible,Passed,Offered,Rejected,Selection,5.0
4745,4745,52,1,2022-03-12,Eligible,Passed,Offered,Rejected,Selection,5.0
4746,4746,53,2,2022-06-27,Eligible,Passed,Offered,Rejected,Selection,5.0
4747,4747,48,3,2022-03-18,Eligible,Passed,Offered,Rejected,Selection,5.0
4748,4748,57,4,2022-06-11,Eligible,Passed,Offered,Rejected,Selection,5.0
4749,4749,57,1,2022-10-12,Eligible,Passed,Offered,Rejected,Selection,5.0
4750,4750,53,1,2022-05-09,Eligible,Passed,Offered,Rejected,Selection,5.0
4751,4751,46,1,2022-02-24,Eligible,Passed,Offered,Rejected,Selection,5.0
4752,4752,55,4,2022-12-13,Eligible,Passed,Offered,Rejected,Selection,5.0
4753,4753,48,1,2022-04-23,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4754,4754,52,2,2022-01-20,Eligible,Passed,Offered,Rejected,Selection,5.0
4755,4755,52,3,2022-11-18,Eligible,Passed,Offered,Rejected,Selection,5.0
4756,4756,46,1,2022-03-05,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4757,4757,57,1,2022-10-24,Eligible,Passed,Offered,Rejected,Selection,5.0
4758,4758,48,1,2022-11-22,Eligible,Passed,Offered,Rejected,Selection,5.0
4759,4759,57,5,2022-04-28,Eligible,Passed,Offered,Rejected,Selection,5.0
4760,4760,52,3,2022-04-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4761,4761,55,1,2022-03-19,Eligible,Passed,Offered,Rejected,Selection,5.0
4762,4762,50,1,2022-05-21,Eligible,Passed,Offered,Rejected,Selection,5.0
4763,4763,50,1,2022-09-12,Eligible,Passed,Offered,Rejected,Selection,5.0
4764,4764,49,1,2022-08-11,Eligible,Passed,Offered,Rejected,Selection,5.0
4765,4765,53,4,2022-11-23,Eligible,Passed,Offered,Rejected,Selection,5.0
4766,4766,53,4,2022-10-16,Eligible,Passed,Offered,Rejected,Selection,5.0
4767,4767,54,1,2022-10-24,Eligible,Passed,Offered,Rejected,Selection,5.0
4768,4768,48,1,2022-01-23,Eligible,Passed,Offered,Rejected,Selection,5.0
4769,4769,55,2,2022-11-06,Eligible,Passed,Offered,Rejected,Selection,5.0
4770,4770,47,4,2022-02-19,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,1.0
4771,4771,56,5,2022-12-19,Eligible,Passed,Offered,Rejected,Selection,5.0
4772,4772,49,3,2022-06-14,Eligible,Passed,Offered,Rejected,Selection,5.0
4773,4773,53,5,2022-10-26,Eligible,Passed,Offered,Rejected,Selection,5.0
4774,4774,47,4,2022-10-10,Eligible,Passed,Offered,Rejected,Selection,5.0
4775,4775,47,3,2022-01-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4776,4776,57,1,2022-03-23,Eligible,Passed,Offered,Rejected,Selection,5.0
4777,4777,57,3,2022-10-03,Eligible,Passed,Offered,Rejected,Selection,5.0
4778,4778,56,1,2022-02-28,Eligible,Passed,Offered,Rejected,Selection,5.0
4779,4779,50,3,2022-05-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4780,4780,46,5,2022-07-06,Eligible,Passed,Offered,Rejected,Selection,5.0
4781,4781,52,6,2022-01-17,Eligible,Passed,Offered,Rejected,Selection,5.0
4782,4782,52,1,2022-09-25,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4783,4783,52,1,2022-12-12,Eligible,Passed,Offered,Rejected,Selection,5.0
4784,4784,46,1,2022-05-08,Eligible,Passed,Offered,Rejected,Selection,5.0
4785,4785,57,1,2022-02-08,Eligible,Passed,Offered,Rejected,Selection,5.0
4786,4786,55,1,2022-06-23,Eligible,Passed,Offered,Rejected,Selection,5.0
4787,4787,52,3,2022-05-05,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4788,4788,53,3,2022-09-21,Eligible,Passed,Offered,Rejected,Selection,5.0
4789,4789,48,4,2022-07-04,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4790,4790,49,2,2022-11-03,Eligible,Passed,Offered,Rejected,Selection,5.0
4791,4791,49,2,2022-04-10,Eligible,Passed,Offered,Rejected,Selection,5.0
4792,4792,48,2,2022-04-28,Eligible,Passed,Offered,Rejected,Selection,5.0
4793,4793,47,1,2022-09-22,Eligible,Passed,Offered,Rejected,Selection,5.0
4794,4794,49,5,2022-11-15,Eligible,Passed,Offered,Rejected,Selection,5.0
4795,4795,57,3,2022-03-06,Eligible,Passed,Offered,Rejected,Selection,5.0
4796,4796,57,1,2022-09-17,Eligible,Passed,Offered,Rejected,Selection,5.0
4797,4797,54,4,2022-01-12,Eligible,Passed,Offered,Rejected,Selection,5.0
4798,4798,55,1,2022-12-19,Eligible,Passed,Offered,Rejected,Selection,5.0
4799,4799,54,1,2022-11-01,Eligible,Passed,Offered,Rejected,Selection,5.0
4800,4800,57,3,2022-04-23,Eligible,Passed,Offered,Rejected,Selection,5.0
4801,4801,46,3,2022-10-17,Eligible,Passed,Offered,Rejected,Selection,5.0
4802,4802,48,2,2022-07-14,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4803,4803,50,5,2022-01-20,Eligible,Passed,Offered,Rejected,Selection,5.0
4804,4804,48,2,2022-09-09,Eligible,Passed,Offered,Rejected,Selection,5.0
4805,4805,50,1,2022-08-18,Eligible,Passed,Offered,Rejected,Selection,5.0
4806,4806,53,5,2022-01-14,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4807,4807,46,1,2022-12-13,Eligible,Passed,Offered,Rejected,Selection,5.0
4808,4808,54,1,2022-10-15,Eligible,Passed,Offered,Rejected,Selection,5.0
4809,4809,56,1,2022-06-18,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4810,4810,50,1,2022-08-15,Eligible,Passed,Offered,Rejected,Selection,5.0
4811,4811,50,3,2022-10-25,Eligible,Passed,Offered,Rejected,Selection,5.0
4812,4812,56,1,2022-10-08,Eligible,Passed,Offered,Rejected,Selection,5.0
4813,4813,55,7,2022-10-01,Eligible,Passed,Offered,Rejected,Selection,5.0
4814,4814,53,1,2022-02-17,Eligible,Passed,Offered,Rejected,Selection,5.0
4815,4815,56,3,2022-06-22,Eligible,Passed,Offered,Rejected,Selection,5.0
4816,4816,50,6,2022-11-24,Eligible,Passed,Offered,Rejected,Selection,5.0
4817,4817,47,4,2022-12-15,Eligible,Passed,Offered,Rejected,Selection,5.0
4818,4818,50,7,2022-08-09,Eligible,Passed,Offered,Rejected,Selection,5.0
4819,4819,52,2,2022-11-14,Eligible,Passed,Offered,Rejected,Selection,5.0
4820,4820,55,3,2022-04-13,Eligible,Passed,Offered,Rejected,Selection,5.0
4821,4821,54,2,2022-09-19,Eligible,Passed,Offered,Rejected,Selection,5.0
4822,4822,50,3,2022-04-10,Eligible,Passed,Offered,Rejected,Selection,5.0
4823,4823,56,3,2022-12-20,Eligible,Passed,Offered,Rejected,Selection,5.0
4824,4824,50,2,2022-04-14,Eligible,Passed,Offered,Rejected,Selection,5.0
4825,4825,57,1,2022-02-26,Eligible,Passed,Offered,Rejected,Selection,5.0
4826,4826,57,1,2022-09-15,Eligible,Passed,Offered,Rejected,Selection,5.0
4827,4827,53,5,2022-12-05,Eligible,Passed,Offered,Rejected,Selection,5.0
4828,4828,56,3,2022-02-02,Eligible,Passed,Offered,Rejected,Selection,5.0
4829,4829,52,1,2022-11-20,Eligible,Passed,Offered,Rejected,Selection,5.0
4830,4830,48,3,2022-07-14,Eligible,Passed,Offered,Rejected,Selection,5.0
4831,4831,46,3,2022-09-05,Eligible,Passed,Offered,Rejected,Selection,5.0
4832,4832,53,1,2022-03-24,Eligible,Passed,Offered,Rejected,Selection,5.0
4833,4833,50,4,2022-07-08,Eligible,Passed,Offered,Rejected,Selection,5.0
4834,4834,55,2,2022-09-04,Eligible,Passed,Offered,Rejected,Selection,5.0
4835,4835,54,5,2022-12-18,Eligible,Passed,Offered,Rejected,Selection,5.0
4836,4836,48,3,2022-08-17,Eligible,Passed,Offered,Rejected,Selection,5.0
4837,4837,50,1,2022-11-01,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4838,4838,57,1,2022-10-01,Eligible,Passed,Offered,Rejected,Selection,5.0
4839,4839,49,1,2022-03-25,Eligible,Passed,Offered,Rejected,Selection,5.0
4840,4840,53,2,2022-08-18,Eligible,Passed,Offered,Rejected,Selection,5.0
4841,4841,48,2,2022-09-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4842,4842,52,3,2022-01-19,Eligible,Passed,Offered,Rejected,Selection,5.0
4843,4843,50,1,2022-07-21,Eligible,Passed,Offered,Rejected,Selection,5.0
4844,4844,57,4,2022-08-18,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4845,4845,49,2,2022-07-22,Eligible,Passed,Offered,Rejected,Selection,5.0
4846,4846,57,2,2022-09-02,Eligible,Passed,Offered,Rejected,Selection,5.0
4847,4847,54,6,2022-04-18,Eligible,Passed,Offered,Rejected,Selection,5.0
4848,4848,54,2,2022-06-06,Eligible,Passed,Offered,Rejected,Selection,5.0
4849,4849,53,1,2022-08-28,Eligible,Passed,Offered,Rejected,Selection,5.0
4850,4850,57,4,2022-07-15,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,4.0
4851,4851,50,7,2022-04-19,Eligible,Passed,Offered,Rejected,Selection,5.0
4852,4852,56,3,2022-09-21,Eligible,Passed,Offered,Rejected,Selection,5.0
4853,4853,55,5,2022-09-03,Eligible,Passed,Offered,Rejected,Selection,5.0
4854,4854,55,2,2022-07-21,Eligible,Passed,Offered,Rejected,Selection,5.0
4855,4855,55,3,2022-11-03,Eligible,Passed,Offered,Rejected,Selection,5.0
4856,4856,46,1,2022-01-05,Eligible,Passed,Offered,Rejected,Selection,5.0
4857,4857,49,5,2022-03-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4858,4858,57,1,2022-08-09,Eligible,Passed,Offered,Rejected,Selection,5.0
4859,4859,53,1,2022-06-02,Eligible,Passed,Offered,Rejected,Selection,5.0
4860,4860,46,1,2022-03-21,Eligible,Passed,Offered,Rejected,Selection,5.0
4861,4861,53,4,2022-12-25,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4862,4862,49,5,2022-01-28,Eligible,Passed,Offered,Rejected,Selection,5.0
4863,4863,56,2,2022-05-25,Eligible,Passed,Offered,Rejected,Selection,5.0
4864,4864,48,1,2022-03-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4865,4865,48,6,2022-10-16,Eligible,Passed,Offered,Rejected,Selection,5.0
4866,4866,53,1,2022-04-20,Eligible,Passed,Offered,Rejected,Selection,5.0
4867,4867,55,1,2022-02-15,Eligible,Passed,Offered,Rejected,Selection,5.0
4868,4868,48,6,2022-12-26,Eligible,Passed,Offered,Rejected,Selection,5.0
4869,4869,48,1,2022-09-03,Eligible,Passed,Offered,Rejected,Selection,5.0
4870,4870,56,1,2022-09-14,Eligible,Passed,Offered,Rejected,Selection,5.0
4871,4871,46,5,2022-10-24,Eligible,Passed,Offered,Rejected,Selection,5.0
4872,4872,48,3,2022-08-01,Eligible,Passed,Offered,Rejected,Selection,5.0
4873,4873,49,2,2022-09-06,Eligible,Passed,Offered,Rejected,Selection,5.0
4874,4874,53,4,2022-09-15,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4875,4875,56,1,2022-07-24,Eligible,Passed,Offered,Rejected,Selection,5.0
4876,4876,46,2,2022-10-21,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
4877,4877,50,5,2022-04-20,Eligible,Passed,Offered,Rejected,Selection,5.0
4878,4878,47,1,2022-02-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4879,4879,48,6,2022-08-04,Eligible,Passed,Offered,Rejected,Selection,5.0
4880,4880,49,2,2022-12-09,Eligible,Passed,Offered,Rejected,Selection,5.0
4881,4881,57,2,2022-11-23,Eligible,Passed,Offered,Rejected,Selection,5.0
4882,4882,54,1,2022-10-06,Eligible,Passed,Offered,Rejected,Selection,5.0
4883,4883,53,1,2022-10-19,Eligible,Passed,Offered,Rejected,Selection,5.0
4884,4884,48,1,2022-03-15,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4885,4885,56,5,2022-04-08,Eligible,Passed,Offered,Rejected,Selection,5.0
4886,4886,56,6,2022-12-17,Eligible,Passed,Offered,Rejected,Selection,5.0
4887,4887,49,3,2022-05-23,Eligible,Passed,Offered,Rejected,Selection,5.0
4888,4888,53,2,2022-03-05,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4889,4889,52,1,2022-09-22,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4890,4890,50,4,2022-11-19,Eligible,Passed,Offered,Rejected,Selection,5.0
4891,4891,52,1,2022-07-24,Eligible,Passed,Offered,Rejected,Selection,5.0
4892,4892,47,2,2022-01-11,Eligible,Passed,Offered,Rejected,Selection,5.0
4893,4893,53,4,2022-12-13,Eligible,Passed,Offered,Rejected,Selection,5.0
4894,4894,50,1,2022-10-27,Eligible,Passed,Offered,Rejected,Selection,5.0
4895,4895,53,4,2022-12-22,Eligible,Passed,Offered,Rejected,Selection,5.0
4896,4896,56,1,2022-07-16,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4897,4897,57,1,2022-07-21,Eligible,Passed,Offered,Rejected,Selection,5.0
4898,4898,55,3,2022-06-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4899,4899,46,2,2022-05-04,Eligible,Passed,Offered,Rejected,Selection,5.0
4900,4900,56,5,2022-04-22,Eligible,Passed,Offered,Rejected,Selection,5.0
4901,4901,55,3,2022-05-26,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4902,4902,50,5,2022-02-10,Eligible,Passed,Offered,Rejected,Selection,5.0
4903,4903,46,4,2022-12-08,Eligible,Passed,Offered,Rejected,Selection,5.0
4904,4904,53,4,2022-01-05,Eligible,Passed,Offered,Rejected,Selection,5.0
4905,4905,53,1,2022-09-26,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4906,4906,47,4,2022-12-10,Eligible,Passed,Offered,Rejected,Selection,5.0
4907,4907,57,5,2022-12-25,Eligible,Passed,Offered,Rejected,Selection,5.0
4908,4908,47,1,2022-06-05,Eligible,Passed,Offered,Rejected,Selection,5.0
4909,4909,52,3,2022-05-26,Eligible,Passed,Offered,Rejected,Selection,5.0
4910,4910,54,4,2022-12-28,Eligible,Passed,Offered,Rejected,Selection,5.0
4911,4911,53,1,2022-04-27,Eligible,Passed,Offered,Rejected,Selection,5.0
4912,4912,55,1,2022-02-22,Eligible,Passed,Offered,Rejected,Selection,5.0
4913,4913,52,2,2022-07-26,Eligible,Passed,Offered,Rejected,Selection,5.0
4914,4914,54,1,2022-12-15,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4915,4915,55,1,2022-03-08,Eligible,Passed,Offered,Rejected,Selection,5.0
4916,4916,57,2,2022-03-11,Eligible,Passed,Offered,Rejected,Selection,5.0
4917,4917,52,1,2022-05-12,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4918,4918,55,5,2022-09-08,Eligible,Passed,Offered,Rejected,Selection,5.0
4919,4919,53,4,2022-07-03,Eligible,Passed,Offered,Rejected,Selection,5.0
4920,4920,54,2,2022-06-24,Eligible,Passed,Offered,Rejected,Selection,5.0
4921,4921,47,4,2022-04-09,Eligible,Passed,Offered,Rejected,Selection,5.0
4922,4922,56,3,2022-07-08,Eligible,Passed,Offered,Rejected,Selection,5.0
4923,4923,50,3,2022-05-17,Eligible,Passed,Offered,Rejected,Selection,5.0
4924,4924,47,5,2022-07-21,Eligible,Passed,Offered,Rejected,Selection,5.0
4925,4925,53,1,2022-03-15,Eligible,Passed,Offered,Rejected,Selection,5.0
4926,4926,46,1,2022-04-17,Eligible,Passed,Offered,Rejected,Selection,5.0
4927,4927,53,4,2022-01-14,Eligible,Passed,Offered,Rejected,Selection,5.0
4928,4928,49,3,2022-08-05,Eligible,Passed,Offered,Rejected,Selection,5.0
4929,4929,55,3,2022-10-18,Eligible,Passed,Offered,Rejected,Selection,5.0
4930,4930,54,2,2022-08-05,Eligible,Passed,Offered,Rejected,Selection,5.0
4931,4931,54,2,2022-02-17,Eligible,Passed,Offered,Rejected,Selection,5.0
4932,4932,55,5,2022-03-23,Eligible,Passed,Offered,Rejected,Selection,5.0
4933,4933,46,4,2022-04-09,Eligible,Passed,Offered,Rejected,Selection,5.0
4934,4934,55,3,2022-01-15,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4935,4935,47,2,2022-07-23,Eligible,Passed,Offered,Rejected,Selection,5.0
4936,4936,46,1,2022-11-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4937,4937,54,1,2022-12-08,Eligible,Passed,Offered,Rejected,Selection,5.0
4938,4938,55,2,2022-03-28,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4939,4939,52,1,2022-02-04,Eligible,Passed,Offered,Rejected,Selection,5.0
4940,4940,52,3,2022-04-23,Eligible,Passed,Offered,Rejected,Selection,5.0
4941,4941,47,1,2022-08-16,Eligible,Passed,Offered,Rejected,Selection,5.0
4942,4942,55,3,2022-05-12,Eligible,Passed,Offered,Rejected,Selection,5.0
4943,4943,57,1,2022-01-16,Eligible,Passed,Offered,Rejected,Selection,5.0
4944,4944,47,3,2022-12-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4945,4945,57,2,2022-12-14,Eligible,Passed,Offered,Rejected,Selection,5.0
4946,4946,46,3,2022-03-11,Eligible,Passed,Offered,Rejected,Selection,5.0
4947,4947,52,1,2022-12-04,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,4.0
4948,4948,54,1,2022-11-05,Eligible,Passed,Offered,Rejected,Selection,5.0
4949,4949,49,1,2022-09-18,Eligible,Passed,Offered,Rejected,Selection,5.0
4950,4950,53,2,2022-11-02,Eligible,Passed,Offered,Rejected,Selection,5.0
4951,4951,47,2,2022-05-18,Eligible,Passed,Offered,Rejected,Selection,5.0
4952,4952,57,3,2022-11-22,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4953,4953,56,1,2022-08-24,Eligible,Passed,Offered,Rejected,Selection,5.0
4954,4954,52,1,2022-01-15,Eligible,Passed,Offered,Rejected,Selection,5.0
4955,4955,48,3,2022-06-24,Eligible,Passed,Offered,Rejected,Selection,5.0
4956,4956,52,1,2022-03-05,Eligible,Passed,Offered,Rejected,Selection,5.0
4957,4957,52,2,2022-04-20,Eligible,Passed,Offered,Rejected,Selection,5.0
4958,4958,50,2,2022-06-21,Eligible,Passed,Offered,Rejected,Selection,5.0
4959,4959,50,1,2022-12-14,Eligible,Passed,Offered,Rejected,Selection,5.0
4960,4960,47,1,2022-02-15,Eligible,Passed,Offered,Rejected,Selection,5.0
4961,4961,49,1,2022-11-15,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4962,4962,50,3,2022-12-25,Eligible,Passed,Offered,Rejected,Selection,5.0
4963,4963,47,2,2022-02-15,Eligible,Passed,Offered,Rejected,Selection,5.0
4964,4964,56,4,2022-01-15,Eligible,Passed,Offered,Rejected,Selection,5.0
4965,4965,49,5,2022-06-20,Eligible,Passed,Offered,Rejected,Selection,5.0
4966,4966,49,1,2022-05-21,Eligible,Failed,Not Offered,Rejected,Interview,7.0
4967,4967,50,3,2022-01-05,Eligible,Passed,Offered,Rejected,Selection,5.0
4968,4968,47,4,2022-12-16,Eligible,Passed,Offered,Rejected,Selection,5.0
4969,4969,53,4,2022-10-19,Eligible,Passed,Offered,Rejected,Selection,5.0
4970,4970,47,6,2022-01-22,Eligible,Passed,Offered,Rejected,Selection,5.0
4971,4971,53,2,2022-11-20,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4972,4972,48,3,2022-11-26,Eligible,Failed,Not Offered,Rejected,Interview,6.0
4973,4973,52,1,2022-07-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4974,4974,53,4,2022-02-07,Eligible,Passed,Offered,Rejected,Selection,5.0
4975,4975,47,5,2022-07-04,Eligible,Passed,Offered,Rejected,Selection,5.0
